intervention,healthscore_pre,healthscore_post,age group,gender,exercise frequency,pre existing conditions,income group,vegetarian/vegan,cate_t
0,1.721547114,0.19526557600000002,Age 21-30,Female,5/week,None,No,No,-0.16224786639213562
0,0.8728353520000001,-1.178476041,Age 21-30,Male,5/week,None,Yes,No,0.7299284934997559
0,-0.133776273,-1.2177258009999998,Age 21-30,Female,5/week,None,No,No,0.4982355833053589
0,1.695839581,0.49953211299999994,Age 31-40,Female,5/week,None,Yes,No,0.4688018560409546
0,1.603122217,0.579913229,Age 21-30,Female,5/week,None,Yes,No,0.10394275188446045
1,1.48469732,0.6741126540000001,Age 21-30,Female,6/week,None,Yes,No,0.6801066398620605
1,1.543909768,0.901761265,Age 21-30,Male,6/week,None,Yes,No,0.8938465118408203
1,1.326797457,-0.385630879,Age 21-30,Female,6/week,None,No,No,0.2643251419067383
1,2.412359013,0.54851342,Age 21-30,Male,6/week,None,No,No,-0.006201505661010742
1,1.903156513,0.491995781,Age 41 and above,Female,6/week,None,No,No,-0.2597375512123108
1,2.554967373,1.440043005,Age 41 and above,Female,6/week,None,No,No,0.383624792098999
1,2.941634832,1.1635292309999998,Age 41 and above,Male,6/week,None,No,No,0.3110642433166504
1,-0.5494199439999999,-0.862357397,Age 41 and above,Female,6/week,None,Yes,No,0.09843361377716064
1,0.345439034,-0.410906338,Age 41 and above,Male,6/week,None,No,Yes,-0.8551004528999329
1,1.1688975940000002,0.077516295,Age 21-30,Female,6/week,None,No,No,0.9800350069999695
1,2.096559287,0.40721428299999995,Age 21-30,Female,6/week,None,No,No,0.3108145594596863
1,1.4254848709999999,0.454313995,Age 21-30,Male,6/week,None,No,No,0.48885124921798706
1,0.754410455,-0.9586773820000001,Age 21-30,Female,7/week,None,Yes,No,0.0922994613647461
1,1.7807595619999999,-0.5269300170000001,Age 21-30,Male,7/week,None,No,No,-1.0477068424224854
1,1.682072148,-0.322831262,Age 21-30,Female,7/week,None,No,No,-0.40300899744033813
1,0.924843966,-0.039591409,Age 31-40,Female,0/week,None,No,No,0.31406641006469727
1,0.924843966,0.75770394,Age 31-40,Female,0/week,None,No,No,0.31406641006469727
1,1.541640458,0.218580418,Age 31-40,Female,0/week,None,No,No,-0.5877238512039185
1,1.593822545,1.152242955,Age 41 and above,Male,0/week,None,No,No,0.7443848848342896
1,0.32334375,-0.044102352000000004,Age 41 and above,Male,0/week,None,No,No,-0.06557893753051758
1,1.229250369,-0.23596905199999998,Age 41 and above,Male,0/week,None,No,No,-0.45013195276260376
1,2.2898239719999998,0.542784025,Age 41 and above,Male,0/week,None,No,No,-0.11245381832122803
1,1.096678669,-0.37140437,Age 41 and above,Male,0/week,None,No,No,-0.8258644342422485
1,0.8204876259999999,-0.061031767,Age 41 and above,Female,0/week,None,No,Yes,-0.031991779804229736
1,1.306583861,0.723364448,Age 41 and above,Female,0/week,None,Yes,No,0.5442053079605103
1,0.7210588509999999,-0.106176873,Age 41 and above,Male,0/week,None,No,No,-0.3102264404296875
1,1.6822036790000001,0.42427812200000004,Age 41 and above,Female,0/week,None,No,No,-0.1688494086265564
1,1.715346604,0.249340836,Age 41 and above,Male,0/week,None,No,No,-0.33067184686660767
1,1.030392819,0.102619242,Age 41 and above,Female,0/week,None,Yes,No,0.20828083157539368
1,2.113061705,0.412991845,Age 41 and above,Male,0/week,None,No,No,-0.8047297596931458
1,0.809439985,-0.642275005,Age 41 and above,Male,0/week,None,No,No,-1.0538164377212524
1,2.378205105,0.75158014,Age 41 and above,Male,0/week,None,No,No,-0.35246729850769043
1,1.925251796,0.294485942,Age 41 and above,Female,0/week,None,No,No,-0.5127047300338745
1,1.394964995,0.350917325,Age 41 and above,Female,0/week,None,No,No,-0.03789883852005005
1,1.980490004,0.587929131,Age 41 and above,Male,0/week,None,No,No,-0.34698134660720825
1,1.008297535,0.9039448720000001,Age 41 and above,Female,0/week,None,No,No,0.9805232286453247
1,1.361822069,-0.168251393,Age 41 and above,Male,0/week,None,No,No,-1.146964430809021
1,2.14620463,0.46942322799999997,Age 41 and above,Male,0/week,None,No,No,-0.1382421851158142
1,1.7705848119999998,1.0450233279999999,Age 41 and above,Male,0/week,None,No,No,0.6130683422088623
1,0.40067724200000004,0.6105016839999999,Age 41 and above,Male,0/week,None,No,No,0.49149543046951294
1,1.8037277369999998,1.1635292309999998,Age 41 and above,Male,0/week,None,No,No,0.5642144680023193
1,1.582774903,0.836227213,Age 41 and above,Female,0/week,None,No,No,0.4913051128387451
1,2.234585763,1.485188111,Age 41 and above,Female,0/week,None,No,No,0.24220585823059082
1,2.8753489819999998,1.51904694,Age 41 and above,Male,0/week,None,No,No,0.5548912286758423
1,2.245633405,0.7854389690000001,Age 41 and above,Female,0/week,None,No,No,-0.5582634210586548
1,2.79801549,1.55290577,Age 41 and above,Female,0/week,None,No,No,0.5089792013168335
1,2.267728688,0.723364448,Age 41 and above,Male,0/week,None,No,No,0.10777008533477783
1,1.792680096,0.153407486,Age 41 and above,Male,0/week,None,No,No,-0.4151305854320526
1,2.0246805709999998,0.712078172,Age 41 and above,Male,0/week,None,No,No,0.06907916069030762
1,2.820110773,1.344109655,Age 41 and above,Male,0/week,None,No,No,0.22642087936401367
1,2.367157464,0.830584075,Age 41 and above,Female,0/week,None,No,No,-0.31627434492111206
1,1.1740121609999998,0.6895056190000001,Age 41 and above,Male,0/week,None,No,No,0.6233552694320679
1,1.240298011,0.480709504,Age 41 and above,Female,0/week,None,No,No,0.32651394605636597
1,1.825823021,0.367846739,Age 41 and above,Female,0/week,None,No,No,-0.7053862810134888
1,1.7816324540000001,0.475066366,Age 41 and above,Male,0/week,None,No,No,-0.06183391809463501
1,2.035728213,1.389254761,Age 41 and above,Male,0/week,None,No,No,0.1696397066116333
1,-0.000350771,-0.26739008,Age 31-40,Male,0/week,None,No,Yes,-0.24950814247131348
1,0.594417274,0.021154903,Age 31-40,Male,0/week,None,Yes,Yes,-0.09884271025657654
1,0.5332489420000001,0.22676828300000001,Age 41 and above,Male,0/week,None,No,Yes,-0.009169042110443115
1,1.825823021,1.19738806,Age 41 and above,Male,0/week,None,No,Yes,0.5691252946853638
1,2.676491431,0.6838624809999999,Age 41 and above,Male,0/week,None,Yes,Yes,-0.3540019392967224
1,-0.129609559,-0.6366318670000001,Age 41 and above,Male,0/week,None,No,Yes,-0.16964662075042725
1,0.665820643,0.480709504,Age 41 and above,Male,0/week,None,No,No,0.34549403190612793
1,1.063535744,-0.230325914,Age 41 and above,Female,0/week,None,No,Yes,-0.3398413360118866
1,1.814775379,1.445686143,Age 41 and above,Female,0/week,None,Yes,Yes,0.7367739081382751
1,1.2734409359999999,0.5653565779999999,Age 41 and above,Male,0/week,None,Yes,No,0.1492607593536377
1,0.599534793,-0.320616126,Age 41 and above,Female,0/week,None,Yes,No,-0.6739712357521057
1,1.604870187,0.6895056190000001,Age 41 and above,Male,0/week,None,Yes,No,-0.05790191888809204
1,1.439155561,0.644360513,Age 41 and above,Male,0/week,None,Yes,No,0.2609765827655792
1,2.952682474,0.740293863,Age 41 and above,Female,0/week,None,Yes,No,-0.3034977912902832
1,1.7705848119999998,1.451329281,Age 41 and above,Female,0/week,None,Yes,No,0.9696414470672607
1,2.831158415,0.9039448720000001,Age 41 and above,Male,0/week,None,Yes,No,-0.15019989013671875
1,2.6102055809999998,1.767345023,Age 41 and above,Female,0/week,None,Yes,No,0.6472954750061035
1,2.07991878,1.10145471,Age 41 and above,Female,0/week,None,Yes,No,0.9679615497589111
1,1.109685146,-0.660379203,Age 21-30,Male,0/week,None,No,No,-0.8528035879135132
1,1.7807595619999999,-0.432730592,Age 21-30,Male,0/week,None,No,No,-0.9664362668991089
1,1.859709494,-0.032383035,Age 21-30,Female,0/week,None,No,No,-0.3617050051689148
1,2.53078391,0.39151437899999997,Age 21-30,Male,0/week,None,No,No,-0.4974290728569031
1,2.11629677,0.603463085,Age 21-30,Male,0/week,None,No,No,0.6968264579772949
1,2.312636072,0.491938824,Age 31-40,Male,0/week,None,No,No,-0.2124326229095459
1,0.21993369,-0.009218253000000001,Age 31-40,Female,0/week,None,No,No,0.13758635520935059
1,-0.815403278,0.302106598,Age 31-40,Female,0/week,None,No,No,0.7963855266571045
1,3.502172163,1.0614355009999998,Age 31-40,Male,0/week,None,No,No,-0.10695767402648926
1,3.017546348,0.370446199,Age 31-40,Female,0/week,None,No,No,-0.6481032371520996
1,1.29932755,0.871603275,Age 31-40,Male,0/week,None,No,No,0.8826485872268677
1,0.6437253589999999,-0.044102352000000004,Age 41 and above,Male,0/week,None,No,No,-0.12662670016288757
1,-0.008085501,-0.24161219,Age 41 and above,Female,0/week,None,No,No,0.2078515887260437
1,1.9694423630000002,0.740293863,Age 41 and above,Male,0/week,None,No,No,-0.2025434374809265
1,1.892108871,0.11390551900000001,Age 41 and above,Female,0/week,None,No,No,-0.7297486662864685
1,1.6159178280000002,0.029258445,Age 41 and above,Female,0/week,None,No,No,-0.3362473249435425
1,1.406012636,0.915231149,Age 41 and above,Female,0/week,None,No,No,0.6585442423820496
1,0.312296108,-0.094890596,Age 41 and above,Male,0/week,None,No,No,0.1704447865486145
1,-0.440919694,0.271733441,Age 31-40,Male,0/week,None,No,No,0.8733123540878296
1,1.49439377,0.5935722689999999,Age 41 and above,Female,0/week,None,No,No,0.08095866441726685
1,-1.002373253,-0.9018593640000001,Age 41 and above,Male,0/week,None,No,Yes,-0.2260291576385498
1,0.77629706,-0.22468277600000003,Age 41 and above,Female,0/week,None,Yes,No,-0.7030286192893982
1,0.930964043,-0.14003570199999998,Age 41 and above,Female,0/week,None,No,No,-0.08800917863845825
1,-0.140657201,0.170336901,Age 41 and above,Female,0/week,None,Yes,No,0.7816088199615479
1,0.8646781929999999,0.412991845,Age 41 and above,Female,0/week,None,Yes,No,-0.1137261688709259
1,0.08029563299999999,0.023615307000000002,Age 41 and above,Male,0/week,None,Yes,Yes,0.5027364492416382
1,0.45591545,-0.202110223,Age 41 and above,Male,0/week,None,Yes,Yes,-0.4572727084159851
1,-2.018756289,-1.753973239,Age 41 and above,Male,0/week,None,Yes,Yes,-0.08631372451782227
1,-1.344850146,-0.69306325,Age 41 and above,Male,0/week,None,No,Yes,0.4834122657775879
1,-1.16012538,-1.62592331,Age 21-30,Male,0/week,None,Yes,Yes,-0.4564422369003296
0,1.6159178280000002,0.94344684,Age 41 and above,Male,0/week,None,Yes,No,-0.6422823071479797
0,1.6380131119999999,0.441207536,Age 41 and above,Male,0/week,None,Yes,No,-0.3320286273956299
0,0.732106493,0.001042754,Age 41 and above,Male,0/week,None,No,Yes,-0.16025647521018982
0,1.461250845,0.819297798,Age 41 and above,Male,0/week,None,Yes,No,-0.025047659873962402
0,0.675460524,-0.76242858,Age 21-30,Female,0/week,None,No,Yes,1.06437087059021
0,0.6951980059999999,-0.895877765,Age 21-30,Male,0/week,None,No,No,0.498928964138031
0,1.48469732,-0.8409281009999999,Age 21-30,Female,0/week,None,Yes,No,1.5753209590911865
0,1.307059974,-1.296225322,Age 21-30,Female,0/week,None,No,No,1.0531691312789917
0,0.8728353520000001,-0.45628044799999995,Age 21-30,Male,0/week,None,Yes,No,0.41683387756347656
0,-2.864048768,-1.269704233,Age 31-40,Male,0/week,None,No,No,1.4526948928833008
0,1.1740121609999998,-0.015886661,Age 41 and above,Male,0/week,None,Yes,No,0.7634477615356445
0,-1.1678584159999998,-0.19905047899999997,Age 31-40,Male,0/week,None,Yes,No,-0.7724932432174683
0,1.019345177,0.06876041299999999,Age 41 and above,Female,0/week,None,Yes,No,0.05078136920928955
0,1.839972011,1.349208534,Age 21-30,Male,0/week,None,No,No,-0.325971394777298
0,0.765249418,0.39041929200000003,Age 41 and above,Male,0/week,None,Yes,Yes,-0.7974897027015686
0,-1.366945429,-1.3363810090000001,Age 41 and above,Male,0/week,None,Yes,Yes,0.19931387901306152
0,0.286019028,-0.631867954,Age 31-40,Male,0/week,None,Yes,No,0.4874653220176697
0,2.25445915,0.69766251,Age 21-30,Male,0/week,None,Yes,No,-0.18035387992858887
0,-0.370626067,-1.24912561,Age 21-30,Male,0/week,None,Yes,No,1.301914930343628
0,1.050472697,-1.09997652,Age 21-30,Male,0/week,None,No,No,-0.20815181732177734
0,0.241235901,-1.327625131,Age 21-30,Female,0/week,None,Yes,No,1.166489601135254
0,-0.330777463,-0.715394133,Age 31-40,Female,0/week,None,No,No,0.6704480648040771
0,-0.38370531799999996,-0.574557347,Age 41 and above,Male,0/week,None,Yes,No,0.8044313192367554
0,-2.4234798459999998,-0.920412937,Age 31-40,Female,0/week,None,No,No,1.0176663398742676
0,0.8728353520000001,0.80756184,Age 21-30,Female,0/week,None,Yes,No,-0.44209885597229004
0,2.4518339780000002,0.8625115040000001,Age 21-30,Female,0/week,None,No,No,-0.373093843460083
0,0.537298144,-1.359024939,Age 21-30,Female,0/week,None,No,No,0.8727924227714539
0,-2.071024708,-1.034312273,Age 31-40,Male,0/week,None,Yes,No,-0.6718610525131226
0,0.7926732890000001,0.112274372,Age 31-40,Male,0/week,None,No,No,-0.35042911767959595
0,0.48427504299999996,-0.115524299,Age 31-40,Female,0/week,None,No,No,0.27814096212387085
0,0.5222013010000001,-0.055388629,Age 41 and above,Male,0/week,None,Yes,Yes,0.05125534534454346
0,-0.044407664000000006,-0.6090880870000001,Age 31-40,Female,0/week,None,Yes,No,0.023648977279663086
0,3.017546348,0.6058381589999999,Age 31-40,Male,0/week,None,No,No,0.0367579460144043
0,0.7741479379999999,-0.785978436,Age 21-30,Male,0/week,None,No,No,0.005551695823669434
0,-1.267516654,-0.726922079,Age 41 and above,Female,0/week,None,Yes,Yes,-0.3497929573059082
0,-0.35280591,-0.8900397809999999,Age 31-40,Male,0/week,None,Yes,No,0.9854913949966431
0,0.0029621409999999997,-0.5689142079999999,Age 41 and above,Male,0/week,None,No,No,0.20948052406311035
0,-0.449575998,-1.3511749869999998,Age 21-30,Male,0/week,None,No,No,1.4448906183242798
0,0.833360386,-1.343325035,Age 21-30,Male,0/week,None,Yes,No,0.8474642038345337
0,0.23496261699999998,-0.557627932,Age 41 and above,Female,0/week,None,No,No,0.4125392436981201
0,0.813622903,0.053966438,Age 21-30,Male,0/week,None,No,No,-0.3365863561630249
0,1.505441412,0.271913389,Age 41 and above,Male,0/week,None,No,No,0.3008478283882141
0,-0.686425792,-1.5238739330000002,Age 21-30,Male,0/week,None,Yes,No,0.14259719848632812
0,1.1740121609999998,0.271913389,Age 41 and above,Female,0/week,None,Yes,No,0.8147931098937988
0,2.293934116,0.226665385,Age 21-30,Female,0/week,None,No,No,0.07447993755340576
0,0.37858195899999997,0.288842804,Age 41 and above,Male,0/week,None,Yes,Yes,-0.04594314098358154
0,2.491308944,0.603463085,Age 21-30,Female,0/week,None,Yes,No,-0.27266979217529297
0,0.8728353520000001,-0.825228197,Age 21-30,Female,0/week,None,No,No,-0.28431570529937744
0,0.19077205,-1.009078991,Age 41 and above,Female,0/week,None,Yes,Yes,0.9391800165176392
0,2.0246805709999998,0.633074237,Age 41 and above,Male,0/week,None,No,No,0.06907916069030762
0,0.714935489,-0.919427622,Age 21-30,Female,0/week,None,No,No,0.5717743039131165
0,-1.753612889,-1.4548869119999999,Age 41 and above,Female,0/week,None,No,Yes,0.4848763942718506
0,2.256681047,0.153407486,Age 41 and above,Male,0/week,None,No,No,0.4589511454105377
0,0.9912602490000001,0.415064235,Age 21-30,Male,0/week,None,No,Yes,0.46512579917907715
0,1.1491601120000001,-0.5818796820000001,Age 21-30,Male,0/week,None,No,No,0.5361930131912231
0,1.899184459,-0.44058054399999996,Age 21-30,Female,0/week,None,No,No,-0.19217801094055176
0,1.118773952,0.491995781,Age 41 and above,Male,0/week,None,Yes,No,-0.7876121401786804
0,0.201760936,-1.092126568,Age 21-30,Male,0/week,None,Yes,Yes,0.9855310916900635
0,1.800497045,0.17171572,Age 21-30,Female,0/week,None,Yes,No,0.9417054653167725
0,-2.886077215,-1.497502904,Age 31-40,Male,0/week,None,No,Yes,0.5548226833343506
0,1.3728697109999999,0.283199666,Age 41 and above,Male,0/week,None,No,No,-0.627128005027771
0,3.228873516,1.203031199,Age 41 and above,Male,0/week,None,Yes,No,-0.5322437286376953
0,3.3259445939999996,1.22848786,Age 31-40,Male,0/week,None,No,No,-0.09177029132843018
0,2.214984184,1.325658678,Age 21-30,Female,0/week,None,No,No,0.2748152017593384
0,1.48469732,-0.24433174100000002,Age 21-30,Male,0/week,None,No,No,-0.24252191185951233
0,-0.054826340999999994,-1.468924269,Age 21-30,Female,0/week,None,Yes,No,1.1118541955947876
0,-0.044407664000000006,-0.08515114300000001,Age 31-40,Female,0/week,None,Yes,No,0.023648977279663086
0,1.5196120119999998,0.6817710490000001,Age 31-40,Male,0/week,None,Yes,No,-0.13574069738388062
0,3.1821208430000003,1.3649084390000001,Age 21-30,Male,0/week,None,No,No,-0.6850613951683044
0,3.85319526,1.6475067140000001,Age 21-30,Male,0/week,None,No,No,-0.10171258449554443
0,2.0570843219999997,1.29425887,Age 21-30,Male,0/week,None,No,No,-0.32584118843078613
0,1.783953365,0.226173707,Age 31-40,Male,0/week,None,No,No,-0.23854005336761475
0,2.1351569880000003,0.915231149,Age 41 and above,Male,0/week,None,No,No,-0.4664902091026306
0,1.524172285,-0.848778053,Age 21-30,Female,0/week,None,No,No,0.2922472357749939
0,2.096559287,0.627012941,Age 21-30,Male,0/week,None,No,No,-0.19659799337387085
0,0.32018583300000003,-1.178476041,Age 21-30,Female,0/week,None,Yes,No,0.8417548537254333
0,0.063598556,-1.4453744119999998,Age 21-30,Male,0/week,None,Yes,No,1.197232723236084
0,1.649060754,0.8700860429999999,Age 41 and above,Male,0/week,None,No,No,-0.4157693386077881
0,1.267585009,-0.37778092700000004,Age 21-30,Female,0/week,None,Yes,No,1.160372018814087
0,1.936299438,0.819297798,Age 41 and above,Male,0/week,None,No,Yes,-0.012180626392364502
0,0.399135764,-1.052876807,Age 21-30,Female,0/week,None,Yes,No,1.0418531894683838
0,1.892108871,0.373489878,Age 41 and above,Male,0/week,None,Yes,No,0.06493884325027466
0,1.307059974,-0.636829346,Age 21-30,Male,0/week,None,Yes,No,1.3555092811584473
0,2.190395197,1.7165567780000002,Age 41 and above,Female,0/week,None,No,No,-0.7586410045623779
0,1.030735215,-0.997927143,Age 21-30,Male,0/week,None,No,No,0.10254180431365967
0,-0.405800602,-1.0260084059999999,Age 41 and above,Male,0/week,None,Yes,Yes,1.0301923751831055
0,0.798392343,-0.094890596,Age 41 and above,Female,0/week,None,No,No,-0.6975437998771667
0,1.162964519,0.102619242,Age 41 and above,Female,0/week,None,No,No,0.6744136214256287
0,2.195246702,-0.385630879,Age 21-30,Female,0/week,None,No,No,0.7946168780326843
0,2.7676337039999996,1.035210451,Age 21-30,Male,0/week,None,No,No,0.1122751235961914
0,1.524172285,0.093216199,Age 21-30,Male,0/week,None,Yes,No,0.7431864738464355
0,0.665820643,-0.038459214,Age 41 and above,Female,0/week,None,Yes,No,0.3332955837249756
0,1.847918304,0.5371408870000001,Age 41 and above,Male,0/week,None,No,No,0.22472739219665527
0,2.66509121,0.970316033,Age 31-40,Female,0/week,None,No,No,0.7291654348373413
0,1.04144046,-0.134392564,Age 41 and above,Female,0/week,None,No,No,0.04945972561836243
0,0.770644843,0.545091847,Age 31-40,Female,0/week,None,No,No,-0.7338634133338928
0,3.280808257,0.886061361,Age 21-30,Male,0/week,None,No,No,-0.004164695739746094
0,1.4254848709999999,-0.338531167,Age 21-30,Female,0/week,Yes,No,No,0.2818669080734253
0,-2.621735861,-1.5126894819999999,Age 31-40,Male,0/week,None,Yes,Yes,-0.2230997085571289
0,3.568257502,0.6134314479999999,Age 31-40,Male,0/week,None,No,Yes,0.23364990949630737
0,2.34506218,0.446850675,Age 41 and above,Male,0/week,None,No,No,0.17337483167648315
0,0.221498418,-0.503380161,Age 21-30,Female,0/week,None,No,Yes,0.4459487199783325
0,2.687119656,0.051528059,Age 31-40,Male,0/week,None,Yes,No,1.2373456954956055
0,-1.49951713,-1.5169614319999998,Age 41 and above,Female,0/week,None,No,Yes,0.8677362203598022
0,0.942011685,0.034901583,Age 41 and above,Male,0/week,None,No,No,-0.2646504342556
0,1.326797457,0.8232617440000001,Age 21-30,Male,0/week,None,No,Yes,-0.6322324275970459
0,1.603122217,-0.628979394,Age 21-30,Female,0/week,None,No,No,0.17193418741226196
0,-0.516277019,-0.427835752,Age 41 and above,Female,0/week,None,Yes,No,0.49866265058517456
0,0.268105542,0.23805456,Age 41 and above,Female,0/week,None,Yes,No,0.01691603660583496
0,0.599534793,0.48635264200000006,Age 41 and above,Male,0/week,None,Yes,No,-0.7064734697341919
0,2.995517902,1.076622079,Age 31-40,Female,0/week,None,No,No,-0.696218729019165
0,1.34653494,-0.12658246,Age 21-30,Female,0/week,None,Yes,No,0.33850163221359253
0,-0.317419468,-0.337545541,Age 41 and above,Male,0/week,None,Yes,Yes,0.8043411374092102
0,0.08029563299999999,-0.48991027299999995,Age 41 and above,Male,0/week,None,No,No,0.25875067710876465
0,1.20837256,-1.406124652,Age 21-30,Female,0/week,None,No,No,0.44046545028686523
0,-2.0408515730000003,-1.759616377,Age 41 and above,Male,0/week,None,No,Yes,0.6061927080154419
0,0.734672972,-0.974377286,Age 21-30,Male,0/week,None,Yes,No,0.47166669368743896
0,1.836870662,0.9321605629999999,Age 41 and above,Female,0/week,None,No,No,-0.6593269109725952
0,-3.018247891,-1.596215661,Age 31-40,Male,0/week,None,No,Yes,0.6428899765014648
0,2.66509121,0.7425173620000001,Age 31-40,Female,0/week,None,No,No,0.7291654348373413
0,3.3835405,1.835062681,Age 41 and above,Male,0/week,None,No,No,-0.7283213138580322
0,1.109685146,-0.534779969,Age 21-30,Female,0/week,None,Yes,No,0.15673363208770752
0,1.938659425,-0.44058054399999996,Age 21-30,Male,0/week,None,Yes,No,0.7356539368629456
0,-2.621735861,-1.5810290830000002,Age 31-40,Female,0/week,None,Yes,No,0.15873169898986816
0,1.089947663,-0.597579586,Age 21-30,Female,0/week,None,No,No,-0.16678953170776367
0,1.960180934,0.28692002,Age 31-40,Male,0/week,None,Yes,No,0.790236234664917
0,1.267585009,-0.6760791070000001,Age 21-30,Female,0/week,None,Yes,No,1.160372018814087
0,2.002585288,1.3836116219999999,Age 41 and above,Male,0/week,None,No,No,-0.7864044308662415
0,1.958396908,1.710306331,Age 21-30,Male,0/week,None,No,No,-1.1093063354492188
0,1.4649598369999999,-1.092126568,Age 21-30,Male,0/week,None,No,No,0.4230462312698364
0,-1.872768693,-1.163398186,Age 31-40,Male,0/week,None,Yes,Yes,-0.8276865482330322
0,1.48469732,0.006866726,Age 21-30,Female,0/week,None,No,No,-0.24897277355194092
0,1.07021018,-0.49553020799999997,Age 21-30,Male,0/week,None,No,No,-0.28293371200561523
0,1.42810792,0.480709504,Age 41 and above,Female,0/week,None,Yes,No,0.3379441797733307
0,2.312636072,0.772890518,Age 31-40,Male,0/week,None,No,No,-0.2124326229095459
0,-0.17657834,-0.882446492,Age 31-40,Male,0/week,Yes,Yes,No,0.7994256019592285
0,2.037346839,1.098010067,Age 21-30,Male,0/week,None,Yes,No,0.3423316478729248
0,0.84258291,0.5484271629999999,Age 41 and above,Female,0/week,None,No,No,-0.4182248115539551
0,0.942011685,0.11954865699999999,Age 41 and above,Female,0/week,None,Yes,No,0.1874210238456726
0,0.7210588509999999,-0.337545541,Age 41 and above,Female,0/week,None,Yes,No,0.042803823947906494
0,-1.930375156,-1.4661731880000002,Age 41 and above,Female,0/week,None,Yes,Yes,-0.10197329521179199
0,1.109685146,-0.7467286759999999,Age 21-30,Male,0/week,None,No,No,-0.8528035879135132
0,1.695839581,0.4387858,Age 31-40,Male,0/week,None,No,No,0.25162798166275024
0,0.8204876259999999,0.49763891899999996,Age 41 and above,Male,0/week,None,No,No,-0.5429875254631042
0,0.897821118,1.090168434,Age 41 and above,Female,0/week,None,No,No,-0.5480561256408691
0,2.797261887,0.704550917,Age 31-40,Female,0/week,None,No,No,0.7930020093917847
0,-1.4332312790000001,-1.511318294,Age 41 and above,Male,0/week,None,Yes,Yes,0.22922301292419434
0,1.085631027,0.379133016,Age 41 and above,Male,0/week,None,No,No,-0.8856788277626038
0,1.2734409359999999,-0.173894532,Age 41 and above,Female,0/week,None,No,No,0.22134587168693542
0,3.964769532,0.49953211299999994,Age 31-40,Male,0/week,None,No,No,0.9662611484527588
0,3.217825874,1.2651057190000001,Age 41 and above,Female,0/week,None,No,Yes,-0.9177286028862
0,3.3039161480000003,0.795670385,Age 31-40,Male,0/week,None,No,No,0.2529071569442749
0,0.168676766,-0.337545541,Age 41 and above,Male,0/week,None,Yes,No,0.44938206672668457
0,-1.4884694880000002,-1.031651544,Age 41 and above,Male,0/week,None,No,Yes,0.4263608455657959
0,-0.041228426,-0.427835752,Age 41 and above,Male,0/week,None,Yes,Yes,0.0023314952850341797
0,1.406012636,0.159050624,Age 41 and above,Female,0/week,None,No,No,0.6585442423820496
0,1.958396908,1.29425887,Age 21-30,Female,0/week,None,No,No,-0.6856331825256348
0,1.228110043,-1.233425706,Age 21-30,Male,0/week,None,No,Yes,0.5165889859199524
0,1.859709494,0.95671093,Age 21-30,Female,0/week,None,Yes,No,0.09055012464523315
0,1.307059974,-0.479830304,Age 21-30,Female,0/week,None,Yes,No,1.3759636878967285
0,1.8700135869999999,0.396062431,Age 41 and above,Male,0/week,None,No,Yes,0.7817612886428833
0,1.524172285,0.886061361,Age 21-30,Male,0/week,None,No,No,-0.4587562680244446
0,1.050472697,0.281615049,Age 21-30,Female,0/week,None,No,No,-0.3928317427635193
0,1.109685146,-1.2805254179999999,Age 21-30,Male,0/week,None,Yes,No,0.3805727958679199
0,4.185053993,1.7524248040000001,Age 31-40,Male,0/week,None,No,No,-0.35844743251800537
0,2.378721411,0.955129455,Age 31-40,Male,0/week,None,No,No,-0.2022331953048706
0,1.034986197,0.537498558,Age 31-40,Female,0/week,None,Yes,No,-0.2596169710159302
0,2.11629677,-0.31498131,Age 21-30,Male,0/week,None,No,No,0.6968264579772949
0,0.30044835,-0.628979394,Age 21-30,Female,0/week,None,Yes,No,0.6447749137878418
0,2.797261887,0.856416697,Age 31-40,Male,0/week,None,No,No,0.4641590118408203
0,2.412359013,0.140315911,Age 21-30,Female,0/week,None,No,No,-0.20311826467514038
0,1.089947663,-1.186325993,Age 21-30,Female,0/week,None,No,Yes,0.34981977939605713
0,1.0129577509999999,0.302106598,Age 31-40,Female,0/week,None,No,Yes,0.9499175548553467
0,3.004483498,0.7055124620000001,Age 21-30,Male,0/week,None,Yes,No,-0.20754557847976685
0,1.472298486,0.254983975,Age 41 and above,Male,0/week,None,No,No,0.3074546754360199
0,-1.797803455,-1.263020212,Age 41 and above,Female,0/week,None,No,Yes,0.2824678421020508
0,-0.10751427599999999,-0.134392564,Age 41 and above,Male,0/week,None,Yes,No,-0.07478392124176025
0,2.4113480309999997,1.1296704020000001,Age 41 and above,Male,0/week,None,No,Yes,-0.521996021270752
0,0.632677718,0.892658596,Age 41 and above,Male,0/week,None,No,Yes,-0.7625648975372314
0,0.687915926,0.559713439,Age 41 and above,Male,0/week,None,No,No,0.13794368505477905
0,1.825823021,1.253819443,Age 41 and above,Female,0/week,None,Yes,No,-0.23898077011108398
0,0.40067724200000004,0.23805456,Age 41 and above,Male,0/week,None,No,No,0.49149543046951294
0,2.223538122,1.338466516,Age 41 and above,Female,0/week,None,No,No,0.15289044380187988
0,-0.330777463,-0.26739008,Age 31-40,Female,0/week,None,Yes,No,0.716956377029419
0,2.017609356,-0.24433174100000002,Age 21-30,Female,0/week,None,Yes,No,0.9824385643005371
0,0.21993369,0.028748192000000002,Age 31-40,Male,0/week,None,Yes,No,0.16093647480010986
